./Output/lig_optjesus_mol1.log,-5.0
./Output/lig_optjesus_mol10.log,-5.6
./Output/lig_optjesus_mol100.log,-5.1
./Output/lig_optjesus_mol101.log,-4.5
./Output/lig_optjesus_mol102.log,-5.0
./Output/lig_optjesus_mol103.log,-5.1
./Output/lig_optjesus_mol104.log,-5.6
./Output/lig_optjesus_mol105.log,-4.9
./Output/lig_optjesus_mol106.log,-5.8
./Output/lig_optjesus_mol107.log,-5.4
./Output/lig_optjesus_mol108.log,-4.7
./Output/lig_optjesus_mol109.log,-5.6
./Output/lig_optjesus_mol11.log,-5.6
./Output/lig_optjesus_mol110.log,-5.1
./Output/lig_optjesus_mol111.log,-5.4
./Output/lig_optjesus_mol112.log,-4.8
./Output/lig_optjesus_mol113.log,-5.2
./Output/lig_optjesus_mol114.log,-5.7
./Output/lig_optjesus_mol115.log,-4.9
./Output/lig_optjesus_mol116.log,-4.9
./Output/lig_optjesus_mol117.log,-5.2
./Output/lig_optjesus_mol118.log,-5.0
./Output/lig_optjesus_mol119.log,-4.1
./Output/lig_optjesus_mol12.log,-5.6
./Output/lig_optjesus_mol120.log,-5.3
./Output/lig_optjesus_mol121.log,-5.0
./Output/lig_optjesus_mol122.log,-5.0
./Output/lig_optjesus_mol123.log,-4.5
./Output/lig_optjesus_mol124.log,-5.5
./Output/lig_optjesus_mol125.log,-5.6
./Output/lig_optjesus_mol126.log,-4.9
./Output/lig_optjesus_mol127.log,-4.8
./Output/lig_optjesus_mol128.log,-4.8
./Output/lig_optjesus_mol129.log,-5.1
./Output/lig_optjesus_mol13.log,-5.6
./Output/lig_optjesus_mol130.log,-4.9
./Output/lig_optjesus_mol131.log,-5.9
./Output/lig_optjesus_mol132.log,-4.6
./Output/lig_optjesus_mol133.log,-6.0
./Output/lig_optjesus_mol134.log,-6.1
./Output/lig_optjesus_mol135.log,-6.3
./Output/lig_optjesus_mol136.log,-5.9
./Output/lig_optjesus_mol137.log,-5.1
./Output/lig_optjesus_mol138.log,-6.0
./Output/lig_optjesus_mol139.log,-6.0
./Output/lig_optjesus_mol14.log,-5.6
./Output/lig_optjesus_mol140.log,-6.2
./Output/lig_optjesus_mol142.log,-4.3
./Output/lig_optjesus_mol143.log,-5.0
./Output/lig_optjesus_mol144.log,-5.0
./Output/lig_optjesus_mol145.log,-5.9
./Output/lig_optjesus_mol146.log,-4.5
./Output/lig_optjesus_mol147.log,-5.6
./Output/lig_optjesus_mol148.log,-6.6
./Output/lig_optjesus_mol149.log,-4.6
./Output/lig_optjesus_mol15.log,-4.9
./Output/lig_optjesus_mol150.log,-4.7
./Output/lig_optjesus_mol151.log,-4.8
./Output/lig_optjesus_mol152.log,-6.1
./Output/lig_optjesus_mol153.log,-5.9
./Output/lig_optjesus_mol154.log,-5.6
./Output/lig_optjesus_mol155.log,-5.0
./Output/lig_optjesus_mol156.log,-4.7
./Output/lig_optjesus_mol157.log,-4.4
./Output/lig_optjesus_mol158.log,-4.5
./Output/lig_optjesus_mol159.log,-5.4
./Output/lig_optjesus_mol16.log,-5.7
./Output/lig_optjesus_mol160.log,-5.3
./Output/lig_optjesus_mol161.log,-5.1
./Output/lig_optjesus_mol162.log,-5.8
./Output/lig_optjesus_mol163.log,-6.0
./Output/lig_optjesus_mol164.log,-4.9
./Output/lig_optjesus_mol165.log,-6.3
./Output/lig_optjesus_mol166.log,-6.3
./Output/lig_optjesus_mol167.log,-5.6
./Output/lig_optjesus_mol168.log,-4.6
./Output/lig_optjesus_mol169.log,-4.5
./Output/lig_optjesus_mol17.log,-5.6
./Output/lig_optjesus_mol170.log,-5.9
./Output/lig_optjesus_mol171.log,-6.0
./Output/lig_optjesus_mol172.log,-6.0
./Output/lig_optjesus_mol173.log,-5.2
./Output/lig_optjesus_mol174.log,-4.5
./Output/lig_optjesus_mol175.log,-4.9
./Output/lig_optjesus_mol176.log,-4.3
./Output/lig_optjesus_mol177.log,-4.2
./Output/lig_optjesus_mol178.log,-4.7
./Output/lig_optjesus_mol179.log,-4.9
./Output/lig_optjesus_mol18.log,-5.5
./Output/lig_optjesus_mol180.log,-5.6
./Output/lig_optjesus_mol181.log,-4.7
./Output/lig_optjesus_mol182.log,-5.2
./Output/lig_optjesus_mol183.log,-5.2
./Output/lig_optjesus_mol184.log,-5.1
./Output/lig_optjesus_mol185.log,-4.9
./Output/lig_optjesus_mol186.log,-4.8
./Output/lig_optjesus_mol187.log,-4.8
./Output/lig_optjesus_mol188.log,-5.2
./Output/lig_optjesus_mol189.log,-6.1
./Output/lig_optjesus_mol19.log,-5.5
./Output/lig_optjesus_mol190.log,-6.1
./Output/lig_optjesus_mol191.log,-5.3
./Output/lig_optjesus_mol192.log,-5.0
./Output/lig_optjesus_mol193.log,-5.5
./Output/lig_optjesus_mol194.log,-5.8
./Output/lig_optjesus_mol195.log,-5.1
./Output/lig_optjesus_mol196.log,-5.1
./Output/lig_optjesus_mol197.log,-5.4
./Output/lig_optjesus_mol198.log,-4.9
./Output/lig_optjesus_mol199.log,-4.7
./Output/lig_optjesus_mol2.log,-5.0
./Output/lig_optjesus_mol20.log,-5.6
./Output/lig_optjesus_mol200.log,-4.7
./Output/lig_optjesus_mol201.log,-4.6
./Output/lig_optjesus_mol202.log,-5.2
./Output/lig_optjesus_mol203.log,-4.5
./Output/lig_optjesus_mol204.log,-5.2
./Output/lig_optjesus_mol205.log,-5.5
./Output/lig_optjesus_mol206.log,-5.0
./Output/lig_optjesus_mol207.log,-6.2
./Output/lig_optjesus_mol208.log,-4.6
./Output/lig_optjesus_mol209.log,-5.5
./Output/lig_optjesus_mol21.log,-5.5
./Output/lig_optjesus_mol210.log,-5.1
./Output/lig_optjesus_mol211.log,-5.2
./Output/lig_optjesus_mol212.log,-6.3
./Output/lig_optjesus_mol213.log,-5.2
./Output/lig_optjesus_mol214.log,-5.2
./Output/lig_optjesus_mol215.log,-5.1
./Output/lig_optjesus_mol216.log,-4.9
./Output/lig_optjesus_mol217.log,-4.4
./Output/lig_optjesus_mol218.log,-5.3
./Output/lig_optjesus_mol219.log,-5.1
